Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
91,Barry Parkhill\parkhba01,SG,22,VIR,60,,14.5,1.9,5.2,.371,0.1,0.3,.188,1.9,4.9,.381,.376,0.8,1.0,.820,0.2,0.9,1.1,1.6,0.5,0.2,1.3,2.5,4.7
92,Billy Paultz\paultbi01,C,25,NYA,77,,33.7,6.7,13.6,.494,0.0,0.0,.000,6.7,13.6,.494,.494,2.9,4.0,.721,2.7,7.4,10.2,2.2,0.8,1.9,2.3,3.1,16.4
93,Jerry Pender\pendeje01,SG,23,SDA,11,,6.2,0.7,2.7,.267,0.1,0.3,.333,0.6,2.5,.259,.283,0.9,1.2,.769,0.3,0.2,0.5,0.4,0.5,0.0,0.8,1.0,2.5
94,Cincinnatus Powell\powelci01,PF,31,VIR,82,,30.3,6.4,14.2,.452,0.1,0.4,.323,6.3,13.9,.456,.457,2.5,3.6,.706,2.1,4.2,6.3,1.7,0.6,0.4,2.3,3.3,15.5
95,Joe Reaves\reavejo01,SF,23,MMT,12,,14.3,2.5,5.8,.429,0.0,0.0,,2.5,5.8,.429,.429,0.3,0.5,.667,1.4,2.4,3.8,0.5,0.2,0.6,1.4,1.9,5.3
96,Rich Rinaldi\rinalri01,SG,24,NYA,5,,5.6,0.8,2.8,.286,0.0,0.2,.000,0.8,2.6,.308,.286,0.8,0.8,1.000,1.0,0.0,1.0,0.2,0.4,0.0,0.2,0.6,2.4
97,Red Robbins\robbire01,C,29,TOT,80,,20.3,3.5,7.2,.478,0.0,0.2,.077,3.4,7.1,.488,.479,1.5,1.7,.853,1.8,3.0,4.8,1.1,0.5,0.4,1.1,1.4,8.4
97,Red Robbins\robbire01,C,29,SDA,46,,22.0,3.9,8.2,.476,0.0,0.2,.125,3.9,8.0,.484,.477,1.6,1.9,.862,2.0,3.4,5.3,1.3,0.7,0.6,1.3,1.6,9.4
97,Red Robbins\robbire01,C,29,KEN,34,,18.1,2.9,5.9,.483,0.0,0.1,.000,2.9,5.8,.495,.483,1.2,1.4,.837,1.6,2.6,4.1,0.9,0.2,0.2,0.9,1.1,6.9
98,Marv Roberts\roberma01,PF,24,TOT,74,,21.6,3.6,8.1,.445,0.0,0.0,1.000,3.6,8.1,.444,.446,1.7,2.2,.787,2.2,2.8,5.0,1.6,0.6,0.1,1.4,2.1,8.9
98,Marv Roberts\roberma01,PF,24,DNR,35,,18.4,3.0,6.8,.447,0.0,0.0,1.000,3.0,6.7,.445,.449,1.4,1.8,.774,1.7,2.1,3.7,1.3,0.4,0.1,1.4,2.1,7.5
98,Marv Roberts\roberma01,PF,24,CAR,39,,24.5,4.1,9.3,.443,0.0,0.0,,4.1,9.3,.443,.443,2.1,2.6,.794,2.6,3.5,6.2,1.9,0.9,0.1,1.3,2.1,10.3
99,Flynn Robinson\robinfl01,SG,32,SDA,49,,15.9,3.8,8.3,.457,0.2,0.6,.267,3.6,7.7,.472,.467,1.1,1.4,.765,0.6,1.0,1.6,2.3,0.5,0.0,1.0,1.5,8.8
100,Ronnie Robinson\robinro01,PF,22,TOT,62,,18.9,2.8,6.4,.442,0.0,0.0,.000,2.8,6.3,.443,.442,0.8,1.2,.671,1.7,2.9,4.5,0.8,0.3,0.1,1.1,2.0,6.4
100,Ronnie Robinson\robinro01,PF,22,UTS,22,,14.0,2.1,5.1,.411,0.0,0.0,,2.1,5.1,.411,.411,0.8,1.2,.667,0.8,2.1,2.9,0.5,0.4,0.1,1.0,1.5,5.0
100,Ronnie Robinson\robinro01,PF,22,MMT,40,,21.6,3.2,7.1,.454,0.0,0.0,.000,3.2,7.0,.456,.454,0.8,1.2,.674,2.1,3.3,5.4,0.9,0.3,0.2,1.1,2.3,7.2
101,Wilbert Robinson\robinwi01,SG,24,MMT,45,,21.2,3.7,8.9,.413,0.0,0.1,.000,3.7,8.8,.419,.413,1.3,1.5,.851,0.6,1.1,1.8,2.9,1.1,0.2,2.0,2.8,8.6
102,Dave Robisch\robisda01,C,24,DNR,84,,29.4,5.3,11.3,.473,0.0,0.0,,5.3,11.3,.473,.473,3.8,4.9,.774,2.6,5.8,8.4,1.8,0.5,0.8,1.2,2.7,14.5
103,John Roche\rochejo01,SG,24,TOT,84,,26.0,4.7,9.9,.479,0.4,1.3,.343,4.3,8.6,.499,.501,1.8,2.1,.836,0.4,1.0,1.5,4.3,0.7,0.2,2.2,1.9,11.6
103,John Roche\rochejo01,SG,24,NYA,50,,25.1,4.5,9.2,.487,0.5,1.4,.382,4.0,7.8,.505,.515,1.9,2.3,.842,0.3,0.9,1.2,4.2,0.8,0.1,2.1,1.7,11.4
103,John Roche\rochejo01,SG,24,KEN,34,,27.2,5.1,10.9,.469,0.3,1.1,.270,4.8,9.8,.491,.482,1.5,1.9,.825,0.5,1.3,1.9,4.6,0.5,0.3,2.3,2.1,12.0
104,Billy Schaeffer\schaebi01,SF,22,NYA,59,,14.8,2.9,5.8,.497,0.0,0.2,.222,2.9,5.7,.504,.500,0.7,0.9,.759,0.8,1.6,2.4,0.6,0.4,0.2,0.9,2.4,6.5
105,Bruce Seals\sealsbr01,SF,20,UTS,78,,17.4,2.9,7.8,.379,0.2,1.2,.211,2.7,6.6,.408,.394,0.9,1.4,.630,1.3,2.3,3.6,0.7,0.7,0.7,1.0,2.6,7.0
106,Billy Shepherd\shephbi01,PG,24,SDA,84,,20.7,2.4,6.3,.377,0.8,2.4,.322,1.6,3.9,.412,.439,0.5,0.8,.636,0.3,1.0,1.3,4.4,1.2,0.1,1.4,1.2,6.0
107,James Silas\silasja01,PG,24,SAA,84,,36.9,5.8,12.1,.478,0.0,0.0,.000,5.8,12.1,.478,.478,4.2,5.0,.831,1.0,3.1,4.1,3.8,1.1,0.1,2.6,3.0,15.7
108,Walter Simon\simonwa01,SF,34,KEN,80,,14.6,2.9,6.2,.474,0.0,0.2,.154,2.9,6.0,.482,.476,0.7,0.9,.838,0.8,1.8,2.6,1.5,0.5,0.1,1.0,1.7,6.6
109,Ralph Simpson\simpsra01,SF,24,DNR,75,,29.9,8.0,18.6,.428,0.0,0.3,.083,7.9,18.3,.434,.429,2.8,3.7,.754,1.5,2.8,4.3,2.5,1.4,0.2,2.6,2.5,18.7
110,Al Smith\smithal01,PG,27,DNR,76,,32.0,4.1,10.3,.399,0.3,0.9,.306,3.8,9.3,.409,.413,2.5,3.2,.773,0.7,2.4,3.2,8.1,1.3,0.1,3.6,3.4,10.9
111,Willie Sojourner\sojouwi01,C,25,NYA,82,,16.0,2.5,5.1,.482,0.0,0.0,.000,2.5,5.1,.486,.482,0.7,0.8,.844,1.3,2.7,4.1,0.7,0.3,1.1,1.0,2.5,5.6
112,Paul Stovall\stovapa01,SF,25,SDA,13,,14.9,2.8,5.6,.493,0.0,0.0,,2.8,5.6,.493,.493,2.2,3.4,.636,1.6,2.8,4.5,0.9,0.3,0.5,1.6,2.5,7.7
113,Skeeter Swift\swiftsk01,SG,27,SAA,16,,9.6,1.4,4.2,.343,0.1,0.8,.083,1.4,3.4,.400,.351,1.0,1.3,.800,0.3,0.7,1.0,0.9,0.2,0.0,0.8,1.6,3.9
114,Brian Taylor\taylobr01,PG,22,NYA,75,,33.4,4.8,10.2,.476,0.1,0.4,.276,4.7,9.8,.484,.482,1.3,1.9,.699,1.2,1.6,2.9,4.5,2.1,0.3,2.2,2.6,11.1
115,Fatty Taylor\taylofa01,PG,27,VIR,80,,35.2,3.7,8.9,.412,0.0,0.2,.158,3.6,8.6,.419,.414,2.3,3.2,.723,1.6,3.2,4.7,5.2,2.7,0.2,3.5,3.4,9.7
116,Oliver Taylor\taylool01,SG,26,TOT,31,,16.7,2.1,4.8,.433,0.1,0.1,.500,2.0,4.7,.432,.440,1.9,2.8,.674,1.1,1.7,2.8,1.7,0.6,0.2,1.9,2.0,6.1
116,Oliver Taylor\taylool01,SG,26,NYA,8,,9.5,1.1,3.0,.375,0.1,0.1,1.000,1.0,2.9,.348,.396,1.1,1.9,.600,0.6,1.1,1.8,1.3,0.4,0.0,1.1,1.1,3.5
116,Oliver Taylor\taylool01,SG,26,CAR,23,,19.3,2.4,5.5,.444,0.0,0.1,.333,2.4,5.3,.447,.448,2.1,3.1,.690,1.3,2.0,3.2,1.9,0.7,0.3,2.1,2.3,7.0
117,Chuck Terry\terrych01,SF,23,SAA,61,,17.9,2.2,4.8,.449,0.0,0.0,.500,2.1,4.8,.449,.451,0.6,0.7,.878,1.1,1.6,2.7,1.2,0.3,0.1,0.5,2.3,4.9
118,Claude Terry\terrycl01,SG,24,DNR,60,,9.8,1.9,4.3,.443,0.2,0.6,.400,1.7,3.7,.450,.471,1.0,1.2,.870,0.4,0.8,1.2,1.2,0.2,0.1,1.0,1.1,5.0
119,Ronald Thomas\thomaro01,PF,23,KEN,71,,13.7,1.8,3.8,.469,0.0,0.1,.143,1.8,3.7,.477,.471,0.5,0.9,.587,1.6,2.5,4.1,0.9,0.7,0.1,1.0,2.2,4.1
120,George Thompson\thompge01,SG,26,MMT,78,,35.0,6.9,14.5,.475,0.1,0.7,.185,6.8,13.8,.490,.480,5.3,6.7,.790,1.2,2.3,3.5,5.1,1.5,0.3,2.7,3.0,19.2
121,Dave Twardzik\twardda01,PG,23,VIR,57,,24.8,2.9,6.0,.475,0.1,0.3,.200,2.8,5.8,.488,.480,2.9,3.8,.785,0.9,2.3,3.2,3.0,1.1,0.1,2.1,3.0,8.7
122,Bob Warren\warrebo01,SG,27,TOT,59,,13.5,1.9,4.3,.431,0.0,0.1,.000,1.9,4.2,.442,.431,1.1,1.2,.863,0.9,0.9,1.8,1.3,0.4,0.2,1.1,1.2,4.8
122,Bob Warren\warrebo01,SG,27,UTS,23,,13.6,2.1,5.3,.405,0.0,0.2,.000,2.1,5.0,.422,.405,1.3,1.7,.816,1.2,0.7,1.9,1.6,0.5,0.3,1.4,1.4,5.6
122,Bob Warren\warrebo01,SG,27,SAA,36,,13.5,1.7,3.7,.455,0.0,0.0,.000,1.7,3.7,.459,.455,0.9,1.0,.914,0.7,1.0,1.7,1.1,0.3,0.1,0.8,1.1,4.3
123,Bernie Williams\willibe01,SG,28,VIR,6,,8.5,1.0,3.2,.316,0.2,0.3,.500,0.8,2.8,.294,.342,0.3,0.3,1.000,0.0,0.7,0.7,1.2,0.2,0.0,0.8,0.5,2.5
124,Chuck Williams\willich02,PG,27,TOT,90,,32.0,4.5,10.2,.441,0.0,0.1,.333,4.5,10.1,.443,.443,3.3,4.2,.783,0.9,1.9,2.8,6.2,1.0,0.1,2.8,2.2,12.4
124,Chuck Williams\willich02,PG,27,SDA,57,,34.3,5.2,11.6,.447,0.1,0.2,.333,5.1,11.5,.449,.449,4.0,5.0,.796,1.1,2.0,3.1,6.8,1.1,0.1,3.0,2.3,14.4
124,Chuck Williams\willich02,PG,27,KEN,33,,27.9,3.3,7.8,.426,0.0,0.1,.333,3.3,7.7,.427,.428,2.2,2.9,.742,0.6,1.7,2.3,5.2,0.8,0.1,2.6,2.0,8.8
125,John Williamson\willijo01,SG,22,NYA,77,,29.4,6.3,12.8,.491,0.0,0.1,.182,6.2,12.6,.494,.492,1.9,2.5,.789,0.9,1.9,2.8,3.2,1.1,0.4,2.7,3.3,14.5
126,Willie Wise\wisewi01,SF,26,UTS,82,,40.1,8.7,17.8,.490,0.0,0.2,.125,8.7,17.6,.494,.490,4.8,6.1,.790,2.1,5.5,7.6,3.7,1.4,0.5,2.5,3.0,22.3
127,Joby Wright\wrighjo01,PF,23,MMT,3,,10.3,1.7,5.3,.313,0.0,0.0,,1.7,5.3,.313,.313,0.7,0.7,1.000,3.0,1.7,4.7,0.0,0.0,0.3,1.3,2.3,4.0
128,Dennis Wuycik\wuycide01,SF,23,CAR,49,,10.0,1.8,3.9,.463,0.0,0.0,.500,1.8,3.8,.463,.466,1.0,1.6,.662,1.0,1.1,2.2,0.6,0.3,0.1,0.8,1.8,4.7
